block_number,reserveA,reserveB,total_reserveA,total_reserveB
18221571,382123440755435740561,2490568302336545680014,402773843668213398016,2625161560534382879520
18223500,382077510501819706015,2490616958215283791845,402725408075888310701,2625212694514771017216
18224865,408764648674044865071,2471411771861919635532,430799583644530152188,2604636104873393862404
18225092,408482645024812065597,2471567098442933206683,430503324784823604177,2604805531563847866370
18225520,408434594831923854777,2471614625837635884795,430444406989004968215,2604805531622115038393
18225700,408624368279179893431,2471426992253750687692,430644406989004968213,2604607786798907979809
18225835,409681681979927666724,2470477006830416794946,431757964959107210701,2603602191321865182352
18226566,409657947688189575355,2470307240326150795200,431601615976850468393,2602631299846300470497
18226600,409600630087285798505,2470363934274047880602,431541228111038047149,2602691030652614801083
18227139,404941772773885863870,2474919878956997125699,426633209194935639957,2607493426096488374159
18227319,404244634005282422601,2475609433591911804882,425898726930816228862,2608219917969119064391
18227323,402484818961594026732,2477350104441408017223,424044644220269247312,2610053830992183043393
18227538,401780104661099509401,2477056990983055852531,423309594294183496825,2609790723164522241137
18227777,399864682445824134040,2478951577793722214385,421291533689778490068,2611786831893835184361
18228046,399070642390861867154,2475445739669069622193,420520827480121837466,2608501804570769542449
18229493,398726275148052737791,2473782001947214731094,420185207033111570286,2606917746408897488792
18231527,393689070855013123346,2478764419418313814785,414876906926846889243,2612168311137399015767
18232014,393614324293294676628,2478838353069104761588,414798137601953472645,2612246223801551315667
18232284,393475654818160209618,2478926695368522061240,414652365563394181972,2612341591420269050637
18232683,389775030758673025958,2482587075607038899753,410752575318337449050,2616198971937149906651
18232820,380512320780757937906,2480444763222341224156,401072384409266559252,2614469601246538131909
18232904,380241183035124688003,2478499226429444959123,400770083831662523831,2612311309427739584966
18233505,379687467373528301724,2475239881504067690579,400103547519495526147,2608335388055424371754
18233787,378580451214406949977,2470895408194681988633,398984668568431694438,2604068388484973768997
18234710,375363569910325727393,2473992938475888913117,395595008118296299779,2607336819646051496357
18235289,380372083603574925844,2461751910415591523691,400926129425852565631,2594776818790560485195
18235673,376329188752774276899,2465409492620094408382,396667216248167687662,2598648070830012116307
18235894,740913531187652988940,2104955683778982807821,780954857290855564983,2218714190567053450187
18236072,740761102894379335690,2105110480257325468541,780794134231347821235,2218877190597053450950
18236332,731408338836710327278,2114360410632350716552,770935917747593041193,2228627015946479051149
18236825,730449065524607680560,2115309138434492341280,769924802325511789935,2229627015946479051147
18236849,730189193989662863698,2115566153197064272202,769650886525470732835,2229897920585293002680
18237048,730102306912332144336,2115652085128410603565,769559303800547331693,2229988496545175649363
18237904,730062664690998599663,2115691291565337620004,769517519190415682004,2230029821819757582356
18238260,695015721574007578731,2150514133088640721845,732574400072516187082,2266728006277370458014
18238514,695008875271270067810,2150520904213238388540,732567183795294013727,2266735143313822983414
18238621,695018362576880326771,2150511524839071935084,732577183795294013725,2266725257077886500873
18239024,688900259535608645450,2156053400287416791228,726135137268834925497,2272587519174418199882
18239079,707874696225911901811,2137294847352114046355,746135137268834925495,2252815071389563366497
18240406,708200046859548206486,2119293137590519364831,746363374627618208466,2233497138289390575583
18240439,702396805573439223918,2124041480523278288153,740090815707298872562,2238027820518401793231
18240499,701994356160736636482,2123319644761408104326,739524002376719964237,2236835422163323426437
18240711,699140447980055024867,2122493067035780540021,736565990693627346096,2236111804399799919734
18241366,697655168003944256323,2118672624500992435615,734996540239296424248,2232072691962249728065
18242074,747078198959941830882,2062564307763640438053,787168363643088852688,2173246888091833396901
18242074,747078198959941830882,2062564307763640438053,787168363643088852688,2173246888091833396901
18242144,766524634081769670731,2043339582991435607686,807658345193683535566,2152990514446486715241
18242155,762702426124414666026,2047119715135520968793,803631027588266355984,2156973498340752201258
18242206,778913746650508113632,2031093300375712945923,820712289856104051983,2140087064364889431007
18242218,800323413544183740243,2009927971901924618820,843270855315918669070,2117785949161855947079
18242310,823290917384350709208,1987222763121684425020,867470855315918669068,2093862319658815524977
18242311,828985339824061527959,1981593400986159448613,873470855315918669066,2087930871268614055818
18243306,827065324221209982548,1983492238090216756098,871128252606811181882,2089165241033076372016
18245174,829230049242715970188,1988071369962822962800,873302587563076962747,2093734872770417037260
18245182,829363384633716801581,1987939558019057602298,873443009563076962746,2093596055186964613585
18245303,829153090539381662540,1985892517657264866415,873256957882310383975,2091525049400099586128
18245918,828848800237754065539,1985915299613590147393,872940852827587967528,2091559515789569198746
18246062,350496088395807486475,2459031543337225920262,369141337031802413323,2589844000443738225431
18246232,350468060663591575432,2459059266590087431056,369111818315654953793,2589873198483222797463
18246250,350431361763483478250,2459095566811996288067,369073167153767517454,2589911429758531223669
18246753,328867969413866696943,2480424786602682758288,346362789445821087341,2612376175245833115364
18246828,328439724669399312162,2480848382367491248888,345852700227295364923,2612376175750262671023
18246934,328443462206295719410,2478929775875940313981,345868529110194528361,2610445613958215752769
18246968,290412217732082192405,2516548409252497700788,305819594970459628123,2650060046547874931803
18247079,294970390812027068397,2512041465712208514888,310619594970459627944,2645313993992615289719
18247206,308968328610822851770,2498116046775259532388,325360668099247123685,2630653794266527757810
18247348,309076413109323572543,2498128504655146602696,325473789125885207997,2630661272252757902415
18247490,308548722380445988617,2493889600030338805839,324736583482651134755,2624730324756293895849
18247844,306963599843337501432,2490891285616246082923,322998324653784058659,2621006896450821192590
18248345,306891285412355742959,2490585397282826243436,322924398138457165149,2620702602712635277281
18248518,305867441476095982505,2491612910794956372809,321846980377583605651,2621783108849882097039
18248683,312853460807758576530,2484705450896179220638,329197972741806029391,2614514780126262724845
18248694,317605213350492692142,2480007142687257571576,334197972741806029389,2609571016570955313110
18249012,317485587210839599919,2480125470586628054177,334072096932220772219,2609695526315840300106
18249087,317027353001151252778,2480127222014416712421,333592599815647320178,2609718309897202984202
18249307,317974491182111969547,2479190737340087393421,334589227662362493592,2608732892221915221705
18249866,315093010511776274570,2479607954563684029981,331560085682338985572,2609194740747884022946
18251071,365983886841175393333,2415604668466008185382,385204811832027909222,2542468603763485963158
18251075,384985928124126241995,2396816764094770164677,405204811832027909220,2522693986824731027869
18251324,385080938330540996238,2396722824892248773914,405304811832027909218,2522595114076143037392
18251345,385179748945212340651,2396625128124996574475,405408811832027909217,2522492286421158564063
18251374,385280678287486734083,2396525336517147848823,405515041832027909215,2522387253907690380607
18251390,385378538800093930953,2396428579148751266656,405618041832027909213,2522285414987380913091
18251416,377776717586539911842,2403947725328809330383,397616984366297023667,2530199455450817278113
18253249,357323239922447455345,2294929093034544006012,377017379109556248541,2421415836501263450435
18253838,356348146957742648188,2295829425498698869689,375989018973884247166,2422368856956606971447
18254311,361076017692781701187,2291080632969017594700,380978047410921472962,2417361949394745428732
